documentType	response_error	response_message	created_at	last_uploaded_at	number_of_attempts
CKYC PHOTO	NULL	NULL	2018-09-02 19:50:57	2018-09-02 20:27:47	1
INVOICE	NULL	NULL	2018-09-02 19:50:38	2018-09-02 20:27:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:50:01	2018-09-02 20:27:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:50	2018-09-02 20:27:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:49:48	2018-09-02 20:27:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:48	2018-09-02 20:27:42	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:49:44	2018-09-02 20:27:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:46	2018-09-02 20:27:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:44	2018-09-02 20:27:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:49:41	2018-09-02 20:27:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:41	2018-09-02 20:27:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:49:41	2018-09-02 20:27:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:38	2018-09-02 20:27:36	1
INVOICE	NULL	NULL	2018-09-02 19:49:18	2018-09-02 20:27:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:37	2018-09-02 20:27:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:49:15	2018-09-02 20:27:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:11	2018-09-02 20:27:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:11	2018-09-02 20:27:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:10	2018-09-02 20:27:31	1
INVOICE	NULL	NULL	2018-09-02 19:49:09	2018-09-02 20:27:30	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:08	2018-09-02 20:27:29	1
INVOICE	NULL	NULL	2018-09-02 19:49:07	2018-09-02 20:27:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:07	2018-09-02 20:27:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:07	2018-09-02 20:27:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:05	2018-09-02 20:27:26	1
INVOICE	NULL	NULL	2018-09-02 19:49:04	2018-09-02 20:27:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:04	2018-09-02 20:27:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:04	2018-09-02 20:27:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:02	2018-09-02 20:27:23	1
INVOICE	NULL	NULL	2018-09-02 19:49:02	2018-09-02 20:27:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:01	2018-09-02 20:27:21	1
INVOICE	NULL	NULL	2018-09-02 19:48:59	2018-09-02 20:27:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:49:00	2018-09-02 20:27:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:58	2018-09-02 20:27:19	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:57	2018-09-02 20:27:18	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:56	2018-09-02 20:27:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:48:53	2018-09-02 20:27:16	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:48:55	2018-09-02 20:27:16	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:50	2018-09-02 20:27:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:49	2018-09-02 20:27:14	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:46	2018-09-02 20:27:13	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:48	2018-09-02 20:27:13	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:46	2018-09-02 20:27:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:45	2018-09-02 20:27:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:42	2018-09-02 20:27:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:43	2018-09-02 20:27:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:41	2018-09-02 20:27:09	1
INVOICE	NULL	NULL	2018-09-02 19:48:40	2018-09-02 20:27:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:38	2018-09-02 20:27:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:37	2018-09-02 20:27:06	1
INVOICE	NULL	NULL	2018-09-02 19:48:37	2018-09-02 20:27:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:37	2018-09-02 20:27:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:35	2018-09-02 20:27:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:35	2018-09-02 20:27:03	1
INVOICE	NULL	NULL	2018-09-02 19:48:33	2018-09-02 20:27:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:34	2018-09-02 20:27:02	1
INVOICE	NULL	NULL	2018-09-02 19:48:31	2018-09-02 20:27:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:30	2018-09-02 20:26:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:31	2018-09-02 20:26:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:29	2018-09-02 20:26:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:48:27	2018-09-02 20:26:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:26	2018-09-02 20:26:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:48:26	2018-09-02 20:26:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:47:09	2018-09-02 20:26:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:47:08	2018-09-02 20:26:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:47:07	2018-09-02 20:26:50	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:47:07	2018-09-02 20:26:50	1
INVOICE	NULL	NULL	2018-09-02 19:46:52	2018-09-02 20:26:49	1
INVOICE	NULL	NULL	2018-09-02 19:46:50	2018-09-02 20:26:48	1
INVOICE	NULL	NULL	2018-09-02 19:46:48	2018-09-02 20:26:47	1
INVOICE	NULL	NULL	2018-09-02 19:46:46	2018-09-02 20:26:46	1
INVOICE	NULL	NULL	2018-09-02 19:46:44	2018-09-02 20:26:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:41	2018-09-02 20:26:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:40	2018-09-02 20:26:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:38	2018-09-02 20:26:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:36	2018-09-02 20:26:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:37	2018-09-02 20:26:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:34	2018-09-02 20:26:40	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:32	2018-09-02 20:26:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:28	2018-09-02 20:26:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:27	2018-09-02 20:26:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:27	2018-09-02 20:26:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:25	2018-09-02 20:26:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:23	2018-09-02 20:26:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:22	2018-09-02 20:26:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:18	2018-09-02 20:26:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:18	2018-09-02 20:26:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:16	2018-09-02 20:26:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:10	2018-09-02 20:26:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:09	2018-09-02 20:26:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:09	2018-09-02 20:26:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:07	2018-09-02 20:26:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:07	2018-09-02 20:26:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:06	2018-09-02 20:26:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:06	2018-09-02 20:26:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:06	2018-09-02 20:26:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:05	2018-09-02 20:26:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:46:00	2018-09-02 20:26:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:51	2018-09-02 20:25:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:51	2018-09-02 20:25:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:44	2018-09-02 20:25:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:44	2018-09-02 20:25:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:43	2018-09-02 20:25:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:40	2018-09-02 20:25:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:40	2018-09-02 20:25:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:33	2018-09-02 20:25:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:33	2018-09-02 20:25:41	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:27	2018-09-02 20:25:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:26	2018-09-02 20:25:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:26	2018-09-02 20:25:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:26	2018-09-02 20:25:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:25	2018-09-02 20:25:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:23	2018-09-02 20:25:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:23	2018-09-02 20:25:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:16	2018-09-02 20:25:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:14	2018-09-02 20:25:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:45:15	2018-09-02 20:25:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:13	2018-09-02 20:25:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:45:13	2018-09-02 20:25:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:13	2018-09-02 20:25:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:11	2018-09-02 20:25:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:11	2018-09-02 20:25:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:09	2018-09-02 20:25:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:45:07	2018-09-02 20:25:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:45:03	2018-09-02 20:25:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:56	2018-09-02 20:25:24	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:44:55	2018-09-02 20:25:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:52	2018-09-02 20:25:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:47	2018-09-02 20:25:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:47	2018-09-02 20:25:21	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:44:45	2018-09-02 20:25:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:44	2018-09-02 20:25:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:44	2018-09-02 20:25:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:42	2018-09-02 20:25:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:41	2018-09-02 20:25:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:41	2018-09-02 20:25:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:41	2018-09-02 20:25:14	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:44:41	2018-09-02 20:25:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:40	2018-09-02 20:25:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:44:40	2018-09-02 20:25:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:44:40	2018-09-02 20:25:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:39	2018-09-02 20:25:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:37	2018-09-02 20:25:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:36	2018-09-02 20:25:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:34	2018-09-02 20:25:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:44:30	2018-09-02 20:25:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:53	2018-09-02 20:25:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:51	2018-09-02 20:25:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:52	2018-09-02 20:25:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:49	2018-09-02 20:25:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:48	2018-09-02 20:25:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:46	2018-09-02 20:25:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:45	2018-09-02 20:24:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:44	2018-09-02 20:24:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:42	2018-09-02 20:24:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:41	2018-09-02 20:24:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:40	2018-09-02 20:24:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:39	2018-09-02 20:24:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:38	2018-09-02 20:24:23	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:38	2018-09-02 20:24:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:37	2018-09-02 20:24:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:35	2018-09-02 20:24:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:34	2018-09-02 20:24:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:34	2018-09-02 20:24:18	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:43:34	2018-09-02 20:24:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:33	2018-09-02 20:24:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:33	2018-09-02 20:24:15	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:43:32	2018-09-02 20:24:14	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:32	2018-09-02 20:24:13	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:43:32	2018-09-02 20:24:12	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:43:31	2018-09-02 20:24:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:32	2018-09-02 20:24:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:30	2018-09-02 20:24:10	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:43:30	2018-09-02 20:24:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:43:20	2018-09-02 20:24:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:19	2018-09-02 20:24:03	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:18	2018-09-02 20:24:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:43:17	2018-09-02 20:24:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:42:50	2018-09-02 20:24:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:42:37	2018-09-02 20:23:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:42:35	2018-09-02 20:23:58	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:42:36	2018-09-02 20:23:58	1
INVOICE	NULL	NULL	2018-09-02 19:42:21	2018-09-02 20:23:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:48	2018-09-02 20:23:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:41	2018-09-02 20:23:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:45	2018-09-02 20:23:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:37	2018-09-02 20:23:53	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:41:31	2018-09-02 20:23:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:33	2018-09-02 20:23:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:31	2018-09-02 20:23:49	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:19	2018-09-02 20:23:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:20	2018-09-02 20:23:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:11	2018-09-02 20:23:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:06	2018-09-02 20:23:46	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:00	2018-09-02 20:23:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:41:02	2018-09-02 20:23:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:40:56	2018-09-02 20:23:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:40:53	2018-09-02 20:23:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:40:47	2018-09-02 20:23:41	1
INVOICE	NULL	NULL	2018-09-02 19:40:40	2018-09-02 20:23:40	1
INVOICE	NULL	NULL	2018-09-02 19:40:39	2018-09-02 20:23:39	1
INVOICE	NULL	NULL	2018-09-02 19:40:39	2018-09-02 20:23:38	1
INVOICE	NULL	NULL	2018-09-02 19:40:37	2018-09-02 20:23:37	1
INVOICE	NULL	NULL	2018-09-02 19:40:36	2018-09-02 20:23:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:35	2018-09-02 20:23:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:33	2018-09-02 20:23:34	1
INVOICE	NULL	NULL	2018-09-02 19:40:33	2018-09-02 20:23:33	1
INVOICE	NULL	NULL	2018-09-02 19:40:32	2018-09-02 20:23:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:32	2018-09-02 20:23:31	1
INVOICE	NULL	NULL	2018-09-02 19:40:31	2018-09-02 20:23:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:30	2018-09-02 20:23:29	1
INVOICE	NULL	NULL	2018-09-02 19:40:30	2018-09-02 20:23:28	1
INVOICE	NULL	NULL	2018-09-02 19:40:29	2018-09-02 20:23:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:29	2018-09-02 20:23:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:28	2018-09-02 20:23:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:27	2018-09-02 20:23:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:26	2018-09-02 20:23:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:25	2018-09-02 20:23:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:23	2018-09-02 20:23:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:21	2018-09-02 20:23:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:11	2018-09-02 20:23:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:10	2018-09-02 20:23:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:11	2018-09-02 20:23:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:40:01	2018-09-02 20:23:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:51	2018-09-02 20:23:16	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:49	2018-09-02 20:23:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:45	2018-09-02 20:22:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:41	2018-09-02 20:22:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:41	2018-09-02 20:22:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:33	2018-09-02 20:22:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:29	2018-09-02 20:22:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:32	2018-09-02 20:22:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:29	2018-09-02 20:22:39	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:29	2018-09-02 20:22:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:28	2018-09-02 20:22:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:28	2018-09-02 20:22:36	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:27	2018-09-02 20:22:35	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:26	2018-09-02 20:22:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:26	2018-09-02 20:22:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:25	2018-09-02 20:22:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:25	2018-09-02 20:22:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:24	2018-09-02 20:22:31	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:24	2018-09-02 20:22:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:24	2018-09-02 20:22:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:23	2018-09-02 20:22:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:22	2018-09-02 20:22:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:21	2018-09-02 20:22:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:21	2018-09-02 20:22:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:18	2018-09-02 20:22:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:20	2018-09-02 20:22:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:18	2018-09-02 20:22:23	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:18	2018-09-02 20:22:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:17	2018-09-02 20:22:21	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:15	2018-09-02 20:22:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:14	2018-09-02 20:22:19	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:14	2018-09-02 20:22:18	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:14	2018-09-02 20:22:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:12	2018-09-02 20:22:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:07	2018-09-02 20:22:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:11	2018-09-02 20:22:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:05	2018-09-02 20:22:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:39:03	2018-09-02 20:22:13	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:39:02	2018-09-02 20:22:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:56	2018-09-02 20:22:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:59	2018-09-02 20:22:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:53	2018-09-02 20:22:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:50	2018-09-02 20:22:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:48	2018-09-02 20:22:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:41	2018-09-02 20:22:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:44	2018-09-02 20:22:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:38	2018-09-02 20:22:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:34	2018-09-02 20:22:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:31	2018-09-02 20:22:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:28	2018-09-02 20:22:03	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:25	2018-09-02 20:22:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:26	2018-09-02 20:22:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:22	2018-09-02 20:22:01	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:21	2018-09-02 20:22:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:20	2018-09-02 20:21:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:17	2018-09-02 20:21:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:16	2018-09-02 20:21:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:17	2018-09-02 20:21:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:14	2018-09-02 20:21:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:12	2018-09-02 20:21:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:10	2018-09-02 20:21:54	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:38:08	2018-09-02 20:21:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:09	2018-09-02 20:21:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:05	2018-09-02 20:21:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:38:02	2018-09-02 20:21:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:58	2018-09-02 20:21:50	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:55	2018-09-02 20:21:49	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:53	2018-09-02 20:21:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:45	2018-09-02 20:21:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:50	2018-09-02 20:21:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:41	2018-09-02 20:21:46	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:31	2018-09-02 20:21:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:37:30	2018-09-02 20:21:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:37:30	2018-09-02 20:21:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:37:30	2018-09-02 20:21:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:28	2018-09-02 20:21:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:37:27	2018-09-02 20:21:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:26	2018-09-02 20:21:39	1
